Question,OpenAI vs Gemini',OpenAI vs Gemini
398,0,5
399,0,4
400,1,4
401,1,4
402,1,1
403,2,3
404,0,5
405,1,4
406,0,5
407,1,4
408,0,4
409,0,4
410,2,2
411,2,2
412,1,3
413,0,4
414,0,4
415,1,3
416,0,5
417,0,4
418,2,2
419,1,4
420,0,5
421,2,5
422,0,4
423,0,4
424,2,3
425,2,2
426,3,2
427,0,3
428,0,4
429,1,4
430,0,4
431,2,3
432,0,5
433,0,1
434,0,5
435,1,3
436,0,5
437,1,3
438,0,5
439,0,5
440,1,4
441,0,5
442,1,4
443,0,2
444,0,5
445,0,5
446,0,5
447,0,1
448,0,4
449,0,5
450,0,5
451,0,4
452,0,3
453,1,2
454,1,2
455,1,3
456,0,4
457,1,4
458,0,5
459,0,5
460,0,1
461,0,4
462,3,1
463,1,1
464,0,5
465,0,5
466,1,3
467,1,4
468,0,4
469,0,5
470,2,2
471,1,4
472,1,4
473,1,4
474,0,3
475,1,3
476,0,3
477,1,4
478,0,5
479,1,4
480,0,5
481,0,5
482,0,5
483,3,1
484,3,1
485,1,2
486,0,3
487,0,5
488,0,5
489,1,1
490,0,2
491,1,2
492,0,4
493,1,1
494,1,3
495,0,3
496,1,4
497,3,2
498,1,4
499,0,4
500,0,2
501,0,4
502,2,3
503,0,5
504,3,2
505,1,4
506,2,2
507,0,3
508,0,4
509,1,2
510,0,4
511,0,2
512,2,1
513,2,1
514,2,3
515,0,5
516,1,1
517,0,3
518,1,4
519,0,5
520,0,1
521,1,4
522,1,4
523,1,0
524,0,5
525,0,5
526,0,5
527,0,5
528,3,1
529,4,1
530,3,2
531,0,4
532,2,2
533,1,4
534,0,5
535,0,1
536,0,2
537,1,4
538,0,1
539,1,4
540,0,5
541,0,3
542,0,4
543,0,5
544,0,5
545,1,4
546,2,2
547,1,2
548,2,2
549,0,4
550,1,2
551,1,2
552,0,5
553,0,5
554,1,4
555,1,3
556,2,2
557,1,1
558,1,0
559,1,4
560,0,5
561,0,5
562,1,3
563,0,5
564,0,5
565,0,5
566,2,3
567,0,5
568,0,5
569,2,2
570,0,4
571,0,5
572,0,5
573,1,3
574,1,4
575,0,5
576,0,1
577,1,4
578,0,4
579,1,4
580,1,3
581,3,2
582,0,3
583,2,3
584,2,3
585,1,4
586,1,3
587,2,3
588,1,1
589,2,2
590,3,1
591,2,1
592,0,1
593,0,3
594,0,1
595,1,4
596,0,2
597,3,2
598,0,4
599,1,2
600,1,2
601,0,4
602,1,4
603,0,4
604,1,4
605,0,5
606,1,4
607,0,5
608,1,1
609,0,5
610,1,2
611,0,4
612,0,3
613,0,1
614,1,2
615,1,4
616,1,3
617,0,3
618,0,3
619,1,2
620,0,4
621,1,3
622,0,5
623,1,3
624,0,4
625,0,3
626,1,4
627,0,4
628,2,2
629,0,5
630,2,3
631,2,3
632,0,2
633,0,5
634,1,3
635,1,4
636,1,4
637,0,4
638,2,3
639,2,3
640,1,2
641,2,3
642,0,2
643,0,5
644,2,3
645,0,1
646,1,0
647,0,5
648,1,3
649,2,2
650,0,3
651,0,5
652,1,4
653,1,3
654,1,3
655,3,2
656,1,2
657,1,4
658,1,1
659,1,3
660,1,3
661,0,4
662,0,3
663,0,2
664,2,1
665,0,3
666,0,5
667,3,2
668,0,3
669,2,3
670,1,4
671,1,3
672,0,4
673,2,3
674,0,3
675,0,4
676,0,4
677,2,2
678,0,4
679,0,5
680,1,4
681,0,4
682,2,2
683,0,5
684,3,1
685,0,5
686,3,2
687,2,3
688,0,3
689,1,2
690,0,3
691,0,5
692,0,5
693,0,4
694,1,4
695,0,2
696,2,3
697,2,2
698,0,4
699,0,5
700,1,4
701,0,5
702,0,5
703,1,4
704,0,5
705,1,4
706,1,2
707,2,3
708,2,3
709,1,4
710,4,1
711,1,1
712,2,3
713,0,4
714,0,4
715,0,4
716,1,4
717,3,2
718,0,4
719,2,2
720,1,1
721,0,3
722,0,5
723,0,3
724,1,3
725,1,2
726,2,3
727,1,4
728,0,5
729,3,2
730,1,4
731,0,5
732,0,3
733,0,4
734,1,3
735,2,2
736,1,4
737,1,3
738,0,5
739,0,5
740,2,3
741,0,1
742,0,5
743,1,4
744,1,4
745,2,3
746,2,3
747,2,3
748,0,5
749,0,4
750,1,0
751,0,5
752,0,5
753,1,2
754,1,4
755,0,5
756,2,1
757,0,2
758,1,4
759,0,5
760,2,1
761,0,5
762,1,3
763,2,2
764,1,2
765,2,1
766,1,2
767,2,3
768,0,4
769,1,4
770,1,4
771,1,4
772,1,3
773,1,4
774,1,3
775,0,3
776,0,4
777,0,2
778,0,5
779,2,3
780,1,4
781,0,5
782,0,5
783,1,4
784,1,4
785,1,0
786,2,2
787,1,1
788,2,3
789,0,1
790,2,3
791,1,3
792,0,5
793,0,5
794,1,4
795,2,3
796,2,2
797,2,3
798,1,3
799,2,3
800,2,3
801,2,2
802,0,2
803,0,5
804,1,4
805,1,3
806,2,3
807,2,3
808,0,4
809,2,1
810,1,2
811,1,4
812,2,2
813,3,1
814,0,3
815,0,3
816,3,1
817,0,3
818,1,4
819,0,2
820,2,1
821,2,3
822,2,3
823,0,2
824,0,4
825,2,2
826,1,3
827,1,3
828,0,4
829,0,2
830,1,3
831,2,2
832,0,4
833,0,4
834,0,3
835,0,5
836,1,3
837,0,4
838,2,3
839,1,3
840,1,3
841,1,4
842,1,4
843,0,2
844,0,3
845,0,2
846,3,1
847,0,4
848,0,4
849,1,4
850,0,3
851,0,4
852,1,4
853,1,3
854,0,5
855,0,3
856,0,5
857,0,6
858,0,4
859,2,0
860,0,3
861,2,3
862,0,5
863,2,1
864,1,2
865,0,5
866,0,1
867,3,2
868,0,2
869,0,1
870,1,4
871,0,5
872,0,2
873,1,2
874,2,1
875,3,2
876,1,3
877,0,2
878,0,4
879,1,2
880,1,4
881,0,4
882,0,5
883,4,1
884,1,4
885,1,4
886,1,4
887,0,5
888,1,1
889,1,0
890,1,4
891,1,1
892,1,4
893,1,4
894,0,5
895,2,3
896,0,2
897,0,5
898,1,4
899,0,3
900,2,3
901,0,4
902,0,3
903,2,1
904,0,5
905,0,5
906,0,5
907,0,5
908,0,1
909,0,5
910,1,4
911,0,5
912,0,1
913,0,5
914,0,5
915,0,5
916,1,3
917,1,4
918,1,4
919,0,5
920,0,5
921,0,5
922,0,5
923,0,5
924,0,5
925,1,4
926,1,0
927,0,2
928,0,5
929,3,2
930,0,5
931,1,4
932,0,5
933,2,3
934,0,5
935,0,5
936,0,2
937,0,5
938,1,4
939,1,2
940,0,2
941,0,2
942,0,4
943,0,5
944,1,2
945,0,1
946,1,3
947,2,3
948,2,3
949,1,1
950,0,2
951,1,4
952,0,5
953,1,4
954,1,3
955,1,3
956,3,1
957,2,2
958,0,4
959,0,5
960,1,4
961,3,2
962,1,4
963,0,5
964,0,3
965,1,3
966,0,5
967,0,5
968,1,4
969,0,5
970,1,4
971,2,3
972,0,5
973,0,5
974,1,3
975,0,5
976,1,4
977,1,3
978,1,3
979,0,2
980,2,2
981,0,1
982,1,3
983,1,4
984,1,3
985,1,3
986,1,4
987,2,3
988,0,5
989,1,3
990,0,1
991,0,5
992,1,4
993,2,3
994,0,5
995,0,5
996,0,4
997,1,0
998,2,2
999,0,1
1000,0,5
1001,0,2
1002,1,4
1003,0,5
1004,1,4
1005,3,2
1006,2,3
1007,0,4
1008,1,2
1009,0,3
1010,0,2
1011,0,4
1012,0,2
1013,0,5
1014,0,5
1015,0,2
1016,1,1
1017,1,4
1018,1,4
1019,2,3
1020,0,3
1021,1,3
1022,2,2
1023,1,4
1024,0,5
1025,1,4
1026,0,3
1027,0,5
1028,0,5
1029,0,4
1030,1,4
1031,0,3
1032,1,4
1033,1,2
1034,0,5
1035,1,2
1036,2,3
1037,1,3
1038,0,5
1039,0,4
1040,0,4
1041,2,1
1042,0,4
1043,1,3
1044,1,2
1045,2,1
1046,1,4
1047,0,4
